timestamp,heart_rate,sleep_duration,skin_temp,caffeine,blood_oxygen,stress_level
2024-01-01 20:30:00,82,,36.9,,96.99,
2024-01-01 21:00:00,98,,36.58,,96.43,
2024-01-01 21:30:00,76,,37.37,,98.56,4.0
2024-01-01 22:00:00,62,,37.25,,98.84,
2024-01-01 22:30:00,89,,36.72,,97.12,
2024-01-01 23:00:00,94,,37.28,,97.01,
2024-01-01 23:30:00,67,,36.58,,98.2,
2024-01-02 00:00:00,84,,37.13,,97.69,
2024-01-02 00:30:00,65,,37.03,,95.76,
2024-01-02 01:00:00,95,,36.69,,95.42,
2024-01-02 01:30:00,78,,37.28,,95.4,
2024-01-02 02:00:00,72,9.0,36.94,,99.56,2.0
2024-01-02 02:30:00,99,,37.46,,99.87,
2024-01-02 03:00:00,83,,37.15,,95.78,
2024-01-02 03:30:00,96,,36.65,,96.63,
2024-01-02 04:00:00,72,,36.6,,97.93,
2024-01-02 04:30:00,64,,36.76,,98.82,
2024-01-02 05:00:00,62,,36.67,,98.25,
2024-01-02 05:30:00,74,,36.65,,98.22,
2024-01-02 06:00:00,78,,37.26,,96.55,
2024-01-02 06:30:00,65,,36.58,100.0,97.19,
2024-01-02 07:00:00,74,,37.45,,99.77,
2024-01-02 07:30:00,66,,37.13,,96.19,
2024-01-02 08:00:00,101,8.0,37.97,100.0,95.83,8.0
2024-01-02 08:30:00,77,,37.06,,99.62,
2024-01-02 09:00:00,89,,37.08,,95.58,
2024-01-02 09:30:00,100,,37.18,,98.06,
2024-01-02 10:00:00,83,,37.38,,95.28,
2024-01-02 10:30:00,70,,37.14,,98.33,
2024-01-02 11:00:00,83,,37.49,,98.29,
2024-01-02 11:30:00,82,,36.82,,95.88,
2024-01-02 12:00:00,73,,37.47,,95.06,
2024-01-02 12:30:00,77,,36.82,,95.69,
2024-01-02 13:00:00,64,,36.94,100.0,95.06,
2024-01-02 13:30:00,98,,36.97,,97.48,
2024-01-02 14:00:00,100,,37.13,,96.73,
2024-01-02 14:30:00,70,,37.3,,97.59,
2024-01-02 15:00:00,94,7.5,37.09,,99.11,
2024-01-02 15:30:00,75,,36.85,,96.3,
2024-01-02 16:00:00,70,,36.57,,96.86,
2024-01-02 16:30:00,89,,36.96,,98.75,
2024-01-02 17:00:00,84,,36.54,,99.37,
2024-01-02 17:30:00,77,,36.87,,98.66,
2024-01-02 18:00:00,100,,36.79,,95.59,
2024-01-02 18:30:00,95,,37.14,,99.5,
2024-01-02 19:00:00,74,,37.48,,96.68,
2024-01-02 19:30:00,80,,36.59,,97.15,
2024-01-02 20:00:00,63,,37.09,,97.62,
2024-01-02 20:30:00,74,,36.88,,96.31,
2024-01-02 21:00:00,62,,37.08,,99.88,
2024-01-02 21:30:00,80,,37.45,,98.14,
2024-01-02 22:00:00,85,,37.24,,97.48,
2024-01-02 22:30:00,77,,36.54,,97.55,
2024-01-02 23:00:00,64,,37.41,,95.28,
2024-01-02 23:30:00,73,,37.07,,99.3,
2024-01-03 00:00:00,96,,36.69,,95.83,
2024-01-03 00:30:00,80,,37.11,,95.79,
2024-01-03 01:00:00,73,,37.0,,98.87,
2024-01-03 01:30:00,91,,37.46,,99.47,
2024-01-03 02:00:00,85,,36.95,,98.37,
2024-01-03 02:30:00,89,,37.31,,95.58,
2024-01-03 03:00:00,69,,37.34,,98.7,
2024-01-03 03:30:00,76,,37.48,,95.01,
2024-01-03 04:00:00,68,,36.58,,99.29,
2024-01-03 04:30:00,75,,37.15,,95.06,
2024-01-03 05:00:00,95,,36.54,,95.23,
2024-01-03 05:30:00,94,,37.21,100.0,96.82,
2024-01-03 06:00:00,76,,37.49,,99.6,
2024-01-03 06:30:00,97,,37.02,,95.89,
2024-01-03 07:00:00,87,,37.11,,99.8,
2024-01-03 07:30:00,97,,36.86,,95.18,
2024-01-03 08:00:00,85,,37.42,,99.02,
2024-01-03 08:30:00,83,,36.89,,98.57,
2024-01-03 09:00:00,74,,37.27,,98.28,
2024-01-03 09:30:00,68,,37.18,,96.12,
2024-01-03 10:00:00,92,,36.55,,96.24,
2024-01-03 10:30:00,91,,37.13,,99.58,
2024-01-03 11:00:00,65,,36.83,,96.6,4.0
2024-01-03 11:30:00,63,,36.83,100.0,99.13,
2024-01-03 12:00:00,67,,37.06,,97.86,
2024-01-03 12:30:00,69,,36.89,,95.6,
2024-01-03 13:00:00,100,,36.75,,98.37,4.0
2024-01-03 13:30:00,70,,37.35,,95.26,
2024-01-03 14:00:00,87,,37.46,,96.12,
2024-01-03 14:30:00,98,,37.1,,97.58,
2024-01-03 15:00:00,64,8.0,36.65,,95.23,
2024-01-03 15:30:00,84,,36.58,,97.0,
2024-01-03 16:00:00,84,,37.16,,99.38,
2024-01-03 16:30:00,98,,37.42,,99.33,6.0
2024-01-03 17:00:00,89,,36.81,,98.87,
2024-01-03 17:30:00,93,,37.16,,96.55,
2024-01-03 18:00:00,76,,37.16,,95.43,
2024-01-03 18:30:00,95,,36.63,,97.28,
2024-01-03 19:00:00,60,,37.21,,96.84,
2024-01-03 19:30:00,67,,36.58,,96.46,
2024-01-03 20:00:00,94,,37.06,,98.92,
2024-01-03 20:30:00,77,,37.14,,98.7,
2024-01-03 21:00:00,81,,36.83,,96.21,
2024-01-03 21:30:00,67,,36.63,,96.84,
2024-01-03 22:00:00,78,,37.2,,99.86,
2024-01-03 22:30:00,87,,37.45,,99.99,
2024-01-03 23:00:00,70,,37.5,,98.88,
2024-01-03 23:30:00,89,,37.41,,98.66,
2024-01-04 00:00:00,60,,36.59,,97.73,
2024-01-04 00:30:00,76,,37.17,,98.98,
2024-01-04 01:00:00,92,,37.01,,95.75,
2024-01-04 01:30:00,71,,36.52,,99.66,
2024-01-04 02:00:00,92,,36.81,,95.12,
2024-01-04 02:30:00,65,8.5,36.56,,98.47,1.0
2024-01-04 03:00:00,100,,36.84,,98.18,
2024-01-04 03:30:00,79,,37.27,,98.47,
2024-01-04 04:00:00,100,,36.69,,95.05,
2024-01-04 04:30:00,92,,37.5,,96.68,
2024-01-04 05:00:00,98,,36.65,,98.79,
2024-01-04 05:30:00,72,,36.8,,96.88,
2024-01-04 06:00:00,69,,37.29,,98.69,
2024-01-04 06:30:00,83,,37.01,,96.54,
2024-01-04 07:00:00,70,,37.04,,96.03,
2024-01-04 07:30:00,94,,37.24,,99.92,
2024-01-04 08:00:00,93,,37.03,100.0,97.1,
2024-01-04 08:30:00,60,,37.16,,99.81,
2024-01-04 09:00:00,98,,37.38,,99.86,
2024-01-04 09:30:00,80,,37.12,47.0,95.71,
2024-01-04 10:00:00,91,,37.1,,96.4,
2024-01-04 10:30:00,61,,36.65,,95.22,
2024-01-04 11:00:00,67,,36.68,,96.16,
2024-01-04 11:30:00,83,,37.19,,99.23,
2024-01-04 12:00:00,79,,37.12,,97.07,
2024-01-04 12:30:00,75,,37.4,,99.48,5.0
2024-01-04 13:00:00,63,,37.22,,97.29,
2024-01-04 13:30:00,75,,36.54,,98.74,
2024-01-04 14:00:00,96,,36.86,,97.9,
2024-01-04 14:30:00,65,,37.22,,97.53,
2024-01-04 15:00:00,65,9.0,37.47,,98.19,
2024-01-04 15:30:00,91,,37.11,,96.97,
2024-01-04 16:00:00,64,,37.25,,97.96,
2024-01-04 16:30:00,94,,37.28,,95.31,
2024-01-04 17:00:00,68,,36.73,,98.31,
2024-01-04 17:30:00,68,,36.74,,95.65,
2024-01-04 18:00:00,90,,37.47,,96.46,
2024-01-04 18:30:00,95,,37.28,,99.25,
2024-01-04 19:00:00,70,,37.4,,99.63,
2024-01-04 19:30:00,76,,36.69,,96.96,
2024-01-04 20:00:00,93,,37.18,,99.16,
2024-01-04 20:30:00,98,,37.07,,96.63,
2024-01-04 21:00:00,87,,36.94,,97.26,
2024-01-04 21:30:00,73,,37.27,,96.17,4.0
2024-01-04 22:00:00,94,,37.28,,99.72,
2024-01-04 22:30:00,72,,37.0,,95.68,
2024-01-04 23:00:00,79,,36.92,,98.85,
2024-01-04 23:30:00,85,,36.66,,95.54,5.0
2024-01-05 00:00:00,83,,36.7,,95.53,
2024-01-05 00:30:00,88,,37.1,,97.25,
2024-01-05 01:00:00,93,,37.37,,96.57,
2024-01-05 01:30:00,88,,36.55,,95.6,
2024-01-05 02:00:00,67,,36.98,,96.79,
2024-01-05 02:30:00,75,,36.87,,98.85,
2024-01-05 03:00:00,74,,37.43,,97.26,
2024-01-05 03:30:00,64,,37.21,,97.32,
2024-01-05 04:00:00,81,,37.02,95.0,99.26,
2024-01-05 04:30:00,61,,36.62,,95.45,
2024-01-05 05:00:00,97,,36.58,,99.04,
2024-01-05 05:30:00,95,,36.66,,96.52,
2024-01-05 06:00:00,74,,36.95,,98.52,
2024-01-05 06:30:00,97,,37.01,,98.02,
2024-01-05 07:00:00,74,,37.33,,96.08,
2024-01-05 07:30:00,60,,36.59,,99.28,
2024-01-05 08:00:00,64,,37.41,,95.74,
2024-01-05 08:30:00,100,,37.32,,98.56,
2024-01-05 09:00:00,63,,37.38,,99.84,
2024-01-05 09:30:00,74,,37.43,,96.98,
2024-01-05 10:00:00,98,8.0,37.26,100.0,95.33,9.0
2024-01-05 10:30:00,62,,36.9,,96.49,
2024-01-05 11:00:00,63,8.5,36.53,,99.76,3.0
2024-01-05 11:30:00,64,,36.89,,95.87,
2024-01-05 12:00:00,92,,36.58,,99.76,
2024-01-05 12:30:00,75,,36.72,,99.27,
2024-01-05 13:00:00,77,,36.82,,97.78,
2024-01-05 13:30:00,91,,36.6,,97.75,
2024-01-05 14:00:00,73,,37.21,,95.47,
2024-01-05 14:30:00,94,,36.84,,95.51,
2024-01-05 15:00:00,77,8.5,36.51,,98.79,2.0
2024-01-05 15:30:00,96,,36.54,,95.61,
2024-01-05 16:00:00,96,,37.42,,95.31,
2024-01-05 16:30:00,90,,36.97,,98.9,
2024-01-05 17:00:00,75,,37.33,,96.11,
2024-01-05 17:30:00,90,,37.26,,95.99,
2024-01-05 18:00:00,86,,36.97,,97.0,
2024-01-05 18:30:00,72,,37.12,,98.43,
2024-01-05 19:00:00,66,,37.41,,99.69,
2024-01-05 19:30:00,66,,36.52,,95.42,
2024-01-05 20:00:00,87,,36.72,,97.93,
2024-01-05 20:30:00,82,,36.65,,99.59,
2024-01-05 21:00:00,87,,37.44,,95.37,
2024-01-05 21:30:00,86,,37.11,,99.99,
2024-01-05 22:00:00,89,,36.92,,95.99,
2024-01-05 22:30:00,63,,37.28,,98.23,
2024-01-05 23:00:00,66,,36.74,,99.05,
2024-01-05 23:30:00,63,,36.62,100.0,95.46,
2024-01-06 00:00:00,85,,36.74,,99.24,
2024-01-06 00:30:00,81,,37.14,,99.04,
2024-01-06 01:00:00,66,,37.12,,95.61,
2024-01-06 01:30:00,75,,36.56,,99.71,
2024-01-06 02:00:00,72,,37.34,,95.25,
2024-01-06 02:30:00,72,,37.0,,99.62,
2024-01-06 03:00:00,94,,37.04,,97.17,
2024-01-06 03:30:00,88,,37.13,,98.62,
2024-01-06 04:00:00,68,,37.08,,97.48,
2024-01-06 04:30:00,87,,37.22,,96.91,
2024-01-06 05:00:00,71,,36.79,,97.13,
2024-01-06 05:30:00,92,8.0,37.32,47.0,96.31,10.0
2024-01-06 06:00:00,89,,36.85,,99.54,
2024-01-06 06:30:00,75,,37.07,,96.37,
2024-01-06 07:00:00,64,,36.69,,97.23,
2024-01-06 07:30:00,88,,37.17,,95.74,
2024-01-06 08:00:00,95,,37.02,,98.07,
2024-01-06 08:30:00,66,,36.86,,98.08,
2024-01-06 09:00:00,63,,37.45,,98.24,
2024-01-06 09:30:00,94,,37.04,,97.49,
2024-01-06 10:00:00,60,,37.29,,99.41,
2024-01-06 10:30:00,65,,37.01,,97.4,
2024-01-06 11:00:00,75,,36.52,,95.44,
2024-01-06 11:30:00,70,,37.37,,96.92,
2024-01-06 12:00:00,86,,36.54,,97.1,
2024-01-06 12:30:00,91,,36.89,,98.21,
2024-01-06 13:00:00,90,,36.87,,98.99,
2024-01-06 13:30:00,73,,37.25,,96.25,
2024-01-06 14:00:00,85,,36.86,100.0,99.97,
2024-01-06 14:30:00,63,,36.57,,97.72,
2024-01-06 15:00:00,70,9.0,36.74,,95.1,
2024-01-06 15:30:00,84,,37.16,,96.91,
2024-01-06 16:00:00,60,,36.6,,98.57,
2024-01-06 16:30:00,84,,37.08,,97.4,
2024-01-06 17:00:00,76,,37.26,,98.91,
2024-01-06 17:30:00,89,,36.63,,96.72,
2024-01-06 18:00:00,78,,36.85,,97.83,
2024-01-06 18:30:00,87,,36.84,,96.61,
2024-01-06 19:00:00,95,,37.14,,96.35,
2024-01-06 19:30:00,91,,37.33,,95.13,
2024-01-06 20:00:00,69,,37.18,,97.99,
2024-01-06 20:30:00,72,,37.48,,95.15,
2024-01-06 21:00:00,78,,36.98,,99.05,
2024-01-06 21:30:00,73,,36.68,,96.4,
2024-01-06 22:00:00,63,,36.63,,99.04,
2024-01-06 22:30:00,97,,37.22,,97.36,
2024-01-06 23:00:00,94,,37.44,,96.79,
2024-01-06 23:30:00,63,,36.54,,97.92,5.0
2024-01-07 00:00:00,80,,36.7,,96.16,
2024-01-07 00:30:00,63,,37.29,,95.8,
2024-01-07 01:00:00,63,,37.39,,96.24,
2024-01-07 01:30:00,97,,36.82,,96.21,
2024-01-07 02:00:00,90,,36.81,,97.67,
2024-01-07 02:30:00,92,,36.9,,98.96,
2024-01-07 03:00:00,93,,37.32,95.0,98.69,
2024-01-07 03:30:00,70,,36.97,,98.82,
2024-01-07 04:00:00,63,,36.54,,99.74,
2024-01-07 04:30:00,92,,37.15,,97.88,
2024-01-07 05:00:00,65,,36.79,,99.91,
2024-01-07 05:30:00,71,,37.36,,96.94,
2024-01-07 06:00:00,64,,36.55,,99.68,
2024-01-07 06:30:00,98,,37.16,,99.96,4.0
2024-01-07 07:00:00,64,,36.77,,95.87,
2024-01-07 07:30:00,102,7.0,37.79,95.0,95.89,8.0
2024-01-07 08:00:00,85,,36.94,,96.59,4.0
2024-01-07 08:30:00,67,,36.9,,98.69,
2024-01-07 09:00:00,96,,36.94,,96.79,
2024-01-07 09:30:00,75,,37.46,,97.96,
2024-01-07 10:00:00,97,,36.84,,98.52,
2024-01-07 10:30:00,98,,36.69,,96.76,
2024-01-07 11:00:00,62,,37.19,,97.84,
2024-01-07 11:30:00,99,,36.87,,95.71,
2024-01-07 12:00:00,65,,37.3,,99.74,
2024-01-07 12:30:00,86,,36.77,,99.18,
2024-01-07 13:00:00,97,,36.58,,99.05,
2024-01-07 13:30:00,96,,36.92,,99.85,
2024-01-07 14:00:00,93,,36.93,,97.71,
2024-01-07 14:30:00,80,,37.5,,95.88,
2024-01-07 15:00:00,76,8.5,36.68,,95.19,
2024-01-07 15:30:00,73,,36.79,,95.28,
2024-01-07 16:00:00,80,,36.6,,98.01,
2024-01-07 16:30:00,75,,36.83,,95.1,
2024-01-07 17:00:00,76,,36.8,,97.39,
2024-01-07 17:30:00,85,,36.95,,96.66,
2024-01-07 18:00:00,68,,37.22,,98.07,
2024-01-07 18:30:00,79,,36.67,,99.03,
2024-01-07 19:00:00,89,,36.94,,96.7,
2024-01-07 19:30:00,80,,36.95,,95.89,
2024-01-07 20:00:00,64,,37.23,,99.01,
2024-01-07 20:30:00,60,,37.41,,99.34,
2024-01-07 21:00:00,89,,37.11,,95.3,
2024-01-07 21:30:00,99,,36.93,,95.74,
2024-01-07 22:00:00,96,,37.14,,98.52,
2024-01-07 22:30:00,66,,37.29,,95.71,
2024-01-07 23:00:00,64,,36.56,,95.55,
2024-01-07 23:30:00,94,,37.17,,97.63,4.0
2024-01-08 00:00:00,73,,36.91,,96.82,
2024-01-08 00:30:00,92,,37.01,,95.36,
2024-01-08 01:00:00,76,,37.25,,98.52,
2024-01-08 01:30:00,68,,36.66,,98.31,
2024-01-08 02:00:00,82,,36.53,,97.93,
2024-01-08 02:30:00,64,,37.35,,96.68,
2024-01-08 03:00:00,75,,37.18,,96.61,
2024-01-08 03:30:00,83,,36.94,,99.88,
2024-01-08 04:00:00,78,,36.63,,98.66,
2024-01-08 04:30:00,70,,36.74,,97.18,
2024-01-08 05:00:00,88,,37.15,,98.2,
2024-01-08 05:30:00,94,,36.86,,97.44,
2024-01-08 06:00:00,79,,37.45,,96.59,
2024-01-08 06:30:00,99,,36.53,,98.54,
2024-01-08 07:00:00,93,,36.65,,97.81,
2024-01-08 07:30:00,60,,36.95,,99.45,
2024-01-08 08:00:00,95,,36.87,,98.07,
2024-01-08 08:30:00,79,,36.94,,96.78,
2024-01-08 09:00:00,66,,36.58,,98.33,
2024-01-08 09:30:00,68,,36.64,,99.07,
2024-01-08 10:00:00,76,,36.87,,96.89,
2024-01-08 10:30:00,67,,36.81,100.0,98.67,
2024-01-08 11:00:00,66,,36.78,,96.47,4.0
2024-01-08 11:30:00,95,,37.46,,95.89,
2024-01-08 12:00:00,69,,36.53,,95.01,
2024-01-08 12:30:00,77,,36.69,,98.51,
2024-01-08 13:00:00,78,,37.02,,97.86,
2024-01-08 13:30:00,98,,37.41,,99.25,
2024-01-08 14:00:00,73,,36.62,,98.85,
2024-01-08 14:30:00,81,,37.27,,97.84,
2024-01-08 15:00:00,73,8.0,37.2,,95.91,
2024-01-08 15:30:00,100,,36.71,,96.59,
2024-01-08 16:00:00,76,,37.11,,99.04,
2024-01-08 16:30:00,92,,37.19,,98.06,
2024-01-08 17:00:00,91,,37.5,,98.2,
2024-01-08 17:30:00,76,,36.7,100.0,95.52,
2024-01-08 18:00:00,63,,36.64,,97.48,
2024-01-08 18:30:00,65,,36.57,,96.66,
2024-01-08 19:00:00,100,,36.67,,95.39,
2024-01-08 19:30:00,87,,37.21,,96.73,4.0
2024-01-08 20:00:00,77,,37.5,,96.6,
2024-01-08 20:30:00,62,,37.31,,98.18,
2024-01-08 21:00:00,60,,37.47,,99.82,
2024-01-08 21:30:00,81,,37.49,,99.11,
2024-01-08 22:00:00,68,,37.17,,98.35,
2024-01-08 22:30:00,100,,37.21,,98.65,
2024-01-08 23:00:00,76,,37.05,,96.68,
2024-01-08 23:30:00,70,,36.79,,95.06,
2024-01-09 00:00:00,88,,36.8,,96.05,
2024-01-09 00:30:00,95,,36.66,,98.47,
2024-01-09 01:00:00,87,,37.21,,96.75,
2024-01-09 01:30:00,95,,37.2,,98.94,
2024-01-09 02:00:00,60,,36.67,,98.6,
2024-01-09 02:30:00,64,8.5,36.76,,98.34,2.0
2024-01-09 03:00:00,64,,36.72,,97.19,
2024-01-09 03:30:00,69,,37.49,,97.1,
2024-01-09 04:00:00,94,,37.29,,95.83,
2024-01-09 04:30:00,62,,36.74,,97.07,
2024-01-09 05:00:00,83,,36.99,47.0,99.41,
2024-01-09 05:30:00,97,,36.86,,96.76,
2024-01-09 06:00:00,95,,37.07,,96.88,
2024-01-09 06:30:00,69,,36.97,,99.14,
2024-01-09 07:00:00,87,,37.48,,98.94,
2024-01-09 07:30:00,68,,36.63,,97.89,
2024-01-09 08:00:00,62,,37.38,,98.79,
2024-01-09 08:30:00,79,,36.57,,96.13,
2024-01-09 09:00:00,83,,36.9,,97.26,
2024-01-09 09:30:00,62,,37.22,,99.0,
2024-01-09 10:00:00,82,,36.98,,95.17,
2024-01-09 10:30:00,73,,36.91,,95.1,
2024-01-09 11:00:00,75,,36.91,,96.31,
2024-01-09 11:30:00,66,,37.07,,95.52,
2024-01-09 12:00:00,82,,36.63,,96.71,
2024-01-09 12:30:00,95,,36.82,,99.44,
2024-01-09 13:00:00,86,,36.57,,95.8,
2024-01-09 13:30:00,99,,36.97,,95.38,
2024-01-09 14:00:00,69,,37.02,,99.71,
2024-01-09 14:30:00,75,,36.63,,99.89,
2024-01-09 15:00:00,70,8.5,37.33,,96.69,
2024-01-09 15:30:00,71,,37.05,,99.93,
2024-01-09 16:00:00,86,,37.09,,99.47,
2024-01-09 16:30:00,61,,37.27,,98.52,
2024-01-09 17:00:00,71,,36.63,,97.16,
2024-01-09 17:30:00,81,,37.0,,98.27,
2024-01-09 18:00:00,86,,37.37,,98.04,
2024-01-09 18:30:00,75,,37.33,,97.17,
2024-01-09 19:00:00,77,,37.02,,95.27,
2024-01-09 19:30:00,70,,36.8,,96.66,
2024-01-09 20:00:00,66,,36.66,,99.87,
2024-01-09 20:30:00,84,,37.43,,97.05,
2024-01-09 21:00:00,62,,36.73,,97.77,
2024-01-09 21:30:00,61,9.0,36.93,,98.65,2.0
2024-01-09 22:00:00,74,,37.02,,97.7,
2024-01-09 22:30:00,72,,36.78,,98.3,
2024-01-09 23:00:00,89,,36.58,,96.49,
2024-01-09 23:30:00,82,,36.7,,95.48,
2024-01-10 00:00:00,79,,37.46,,96.96,
2024-01-10 00:30:00,74,,36.77,,97.75,
2024-01-10 01:00:00,105,7.5,37.64,100.0,95.27,8.0
2024-01-10 01:30:00,61,,37.11,,95.27,
2024-01-10 02:00:00,72,,36.59,,95.02,
2024-01-10 02:30:00,85,,37.14,95.0,95.44,
2024-01-10 03:00:00,81,,37.09,,99.12,
2024-01-10 03:30:00,77,,37.08,,98.13,
2024-01-10 04:00:00,64,,36.67,,97.4,
2024-01-10 04:30:00,77,,37.12,,95.48,
2024-01-10 05:00:00,82,,37.4,,96.03,
2024-01-10 05:30:00,92,,36.84,,98.19,
2024-01-10 06:00:00,85,,37.42,,99.89,
2024-01-10 06:30:00,94,,36.54,,97.37,
2024-01-10 07:00:00,81,,37.36,,95.58,
2024-01-10 07:30:00,61,,36.58,,98.92,
2024-01-10 08:00:00,67,,37.45,,97.35,
2024-01-10 08:30:00,76,,37.27,,99.47,
2024-01-10 09:00:00,71,,36.76,,96.33,
2024-01-10 09:30:00,97,,36.71,,98.21,
2024-01-10 10:00:00,76,,37.07,,96.94,
2024-01-10 10:30:00,62,,37.12,,96.86,
2024-01-10 11:00:00,66,,36.53,,96.91,
2024-01-10 11:30:00,77,8.5,36.8,,98.91,1.0
2024-01-10 12:00:00,87,,37.05,,95.22,
2024-01-10 12:30:00,82,,37.14,,97.2,
2024-01-10 13:00:00,80,,36.8,,96.32,
2024-01-10 13:30:00,87,,36.74,,99.19,
2024-01-10 14:00:00,98,,37.31,,97.82,
2024-01-10 14:30:00,92,,36.91,,95.76,
2024-01-10 15:00:00,110,8.0,37.71,47.0,96.07,10.0
2024-01-10 15:30:00,84,,37.19,,95.48,
2024-01-10 16:00:00,96,,36.66,,98.34,
2024-01-10 16:30:00,72,,36.92,,99.04,
2024-01-10 17:00:00,76,,36.96,,97.07,
2024-01-10 17:30:00,62,,36.84,,98.78,
2024-01-10 18:00:00,87,,36.64,,96.14,
2024-01-10 18:30:00,60,,37.36,,95.3,
2024-01-10 19:00:00,93,,36.82,,96.94,
2024-01-10 19:30:00,101,7.0,37.84,100.0,95.88,9.0
2024-01-10 20:00:00,72,,36.85,,99.83,
2024-01-10 20:30:00,83,,36.9,,98.44,
2024-01-10 21:00:00,87,,37.26,,99.68,
2024-01-10 21:30:00,64,,37.01,,97.86,
2024-01-10 22:00:00,81,,36.61,,96.18,
2024-01-10 22:30:00,99,,36.74,,96.49,
2024-01-10 23:00:00,80,,36.62,,96.97,
2024-01-10 23:30:00,67,,36.95,,99.27,
2024-01-11 00:00:00,79,,36.64,,95.17,
2024-01-11 00:30:00,92,,36.55,,97.86,
2024-01-11 01:00:00,79,,37.45,,97.58,
2024-01-11 01:30:00,86,,37.36,,97.86,
2024-01-11 02:00:00,80,,36.92,,99.91,
2024-01-11 02:30:00,85,,37.46,,95.74,
2024-01-11 03:00:00,78,,37.4,,99.75,
2024-01-11 03:30:00,95,,37.31,,97.25,
2024-01-11 04:00:00,68,,37.43,,99.75,
2024-01-11 04:30:00,72,,37.22,,95.84,
2024-01-11 05:00:00,86,,36.69,,96.06,
2024-01-11 05:30:00,101,7.0,37.44,47.0,95.0,10.0
2024-01-11 06:00:00,71,,37.5,,95.21,
2024-01-11 06:30:00,99,,36.97,,95.39,
2024-01-11 07:00:00,96,,37.38,,98.42,
2024-01-11 07:30:00,79,,37.0,,96.01,
2024-01-11 08:00:00,85,,36.59,,99.11,
2024-01-11 08:30:00,95,,36.89,,95.74,
2024-01-11 09:00:00,60,,36.96,,97.98,
2024-01-11 09:30:00,79,,36.74,,96.6,
2024-01-11 10:00:00,78,,37.08,,98.64,
2024-01-11 10:30:00,73,,36.55,,99.04,
2024-01-11 11:00:00,87,,36.78,,95.44,
2024-01-11 11:30:00,97,,37.1,,97.78,
2024-01-11 12:00:00,98,,37.34,,97.76,
2024-01-11 12:30:00,80,,37.17,,99.28,
2024-01-11 13:00:00,89,,36.79,,97.6,
2024-01-11 13:30:00,88,,36.51,95.0,99.59,
2024-01-11 14:00:00,88,,36.61,,95.06,
2024-01-11 14:30:00,73,,36.63,,98.5,
2024-01-11 15:00:00,92,8.5,36.76,,97.94,
2024-01-11 15:30:00,94,7.5,37.63,47.0,96.38,8.0
2024-01-11 16:00:00,70,,36.9,,95.56,5.0
2024-01-11 16:30:00,65,,36.55,,95.75,
2024-01-11 17:00:00,78,,36.55,,97.83,
2024-01-11 17:30:00,92,,37.06,,97.91,
2024-01-11 18:00:00,100,,36.86,,99.82,
2024-01-11 18:30:00,99,,36.79,,95.5,
2024-01-11 19:00:00,81,,36.89,95.0,95.53,
2024-01-11 19:30:00,65,,36.95,,98.9,
2024-01-11 20:00:00,75,,37.05,,98.93,
2024-01-11 20:30:00,79,,37.33,,99.34,
2024-01-11 21:00:00,74,,37.12,,99.4,
2024-01-11 21:30:00,72,,37.11,,99.39,
2024-01-11 22:00:00,69,,36.63,,96.32,
