timestamp,heart_rate,sleep_duration,skin_temp,caffeine,blood_oxygen,stress_level
2024-01-04 01:30:00,71,,36.52,0,99.66,
2024-01-04 02:00:00,92,,36.81,0,95.12,
2024-01-04 02:30:00,66,,37.45,0,97.71,1.0
2024-01-04 03:00:00,100,,36.84,0,98.18,
2024-01-04 03:30:00,79,,37.27,0,98.47,
2024-01-04 04:00:00,100,,36.69,0,95.05,
2024-01-04 04:30:00,92,,37.5,0,96.68,
2024-01-04 05:00:00,98,,36.65,0,98.79,
2024-01-04 05:30:00,72,,36.8,0,96.88,
2024-01-04 06:00:00,69,,37.29,0,98.69,
2024-01-04 06:30:00,83,,37.01,0,96.54,
2024-01-04 07:00:00,70,,37.04,0,96.03,
2024-01-04 07:30:00,94,,37.24,0,99.92,
2024-01-04 08:00:00,93,,37.03,100,97.1,
2024-01-04 08:30:00,60,,37.16,0,99.81,
2024-01-04 09:00:00,98,,37.38,0,99.86,
2024-01-04 09:30:00,80,,37.12,47,95.71,
2024-01-04 10:00:00,91,,37.1,0,96.4,
2024-01-04 10:30:00,61,,36.65,0,95.22,
2024-01-04 11:00:00,67,,36.68,0,96.16,
2024-01-04 11:30:00,83,,37.19,0,99.23,
2024-01-04 12:00:00,79,,37.12,0,97.07,
2024-01-04 12:30:00,75,,37.4,0,99.48,5.0
2024-01-04 13:00:00,63,,37.22,0,97.29,
2024-01-04 13:30:00,75,,36.54,0,98.74,
2024-01-04 14:00:00,96,,36.86,0,97.9,
2024-01-04 14:30:00,65,,37.22,0,97.53,
2024-01-04 15:00:00,65,9.0,37.47,0,98.19,
2024-01-04 15:30:00,91,,37.11,0,96.97,
2024-01-04 16:00:00,64,,37.25,0,97.96,
2024-01-04 16:30:00,94,,37.28,0,95.31,
2024-01-04 17:00:00,68,,36.73,0,98.31,
2024-01-04 17:30:00,68,,36.74,0,95.65,
2024-01-04 18:00:00,90,,37.47,0,96.46,
2024-01-04 18:30:00,95,,37.28,0,99.25,
2024-01-04 19:00:00,70,,37.4,0,99.63,
2024-01-04 19:30:00,76,,36.69,0,96.96,
2024-01-04 20:00:00,93,,37.18,0,99.16,
2024-01-04 20:30:00,98,,37.07,0,96.63,
2024-01-04 21:00:00,87,,36.94,0,97.26,
2024-01-04 21:30:00,73,,37.27,0,96.17,4.0
2024-01-04 22:00:00,94,,37.28,0,99.72,
2024-01-04 22:30:00,72,,37.0,0,95.68,
2024-01-04 23:00:00,79,,36.92,0,98.85,
2024-01-04 23:30:00,85,,36.66,0,95.54,5.0
2024-01-05 00:00:00,83,,36.7,0,95.53,
2024-01-05 00:30:00,88,,37.1,0,97.25,
2024-01-05 01:00:00,93,,37.37,0,96.57,
2024-01-05 01:30:00,88,,36.55,0,95.6,
2024-01-05 02:00:00,67,,36.98,0,96.79,
2024-01-05 02:30:00,75,,36.87,0,98.85,
2024-01-05 03:00:00,74,,37.43,0,97.26,
2024-01-05 03:30:00,64,,37.21,0,97.32,
2024-01-05 04:00:00,81,,37.02,95,99.26,
2024-01-05 04:30:00,61,,36.62,0,95.45,
2024-01-05 05:00:00,97,,36.58,0,99.04,
2024-01-05 05:30:00,95,,36.66,0,96.52,
2024-01-05 06:00:00,74,,36.95,0,98.52,
2024-01-05 06:30:00,97,,37.01,0,98.02,
2024-01-05 07:00:00,74,,37.33,0,96.08,
2024-01-05 07:30:00,60,,36.59,0,99.28,
2024-01-05 08:00:00,64,,37.41,0,95.74,
2024-01-05 08:30:00,100,,37.32,0,98.56,
2024-01-05 09:00:00,63,,37.38,0,99.84,
2024-01-05 09:30:00,74,,37.43,0,96.98,
2024-01-05 10:00:00,64,,36.91,0,95.24,9.0
2024-01-05 10:30:00,62,,36.9,0,96.49,
2024-01-05 11:00:00,81,,36.87,0,99.1,3.0
2024-01-05 11:30:00,64,,36.89,0,95.87,
2024-01-05 12:00:00,92,,36.58,0,99.76,
2024-01-05 12:30:00,75,,36.72,0,99.27,
2024-01-05 13:00:00,77,,36.82,0,97.78,
2024-01-05 13:30:00,91,,36.6,0,97.75,
2024-01-05 14:00:00,73,,37.21,0,95.47,
2024-01-05 14:30:00,94,,36.84,0,95.51,
2024-01-05 15:00:00,68,9.0,36.65,0,98.97,2.0
2024-01-05 15:30:00,96,,36.54,0,95.61,
2024-01-05 16:00:00,96,,37.42,0,95.31,
2024-01-05 16:30:00,90,,36.97,0,98.9,
2024-01-05 17:00:00,75,,37.33,0,96.11,
2024-01-05 17:30:00,90,,37.26,0,95.99,
2024-01-05 18:00:00,86,,36.97,0,97.0,
2024-01-05 18:30:00,72,,37.12,0,98.43,
2024-01-05 19:00:00,66,,37.41,0,99.69,
2024-01-05 19:30:00,66,,36.52,0,95.42,
2024-01-05 20:00:00,87,,36.72,0,97.93,
2024-01-05 20:30:00,82,,36.65,0,99.59,
2024-01-05 21:00:00,87,,37.44,0,95.37,
2024-01-05 21:30:00,86,,37.11,0,99.99,
2024-01-05 22:00:00,89,,36.92,0,95.99,
2024-01-05 22:30:00,63,,37.28,0,98.23,
2024-01-05 23:00:00,66,,36.74,0,99.05,
2024-01-05 23:30:00,63,,36.62,100,95.46,
2024-01-06 00:00:00,85,,36.74,0,99.24,
2024-01-06 00:30:00,81,,37.14,0,99.04,
2024-01-06 01:00:00,66,,37.12,0,95.61,
2024-01-06 01:30:00,75,,36.56,0,99.71,
2024-01-06 02:00:00,72,,37.34,0,95.25,
2024-01-06 02:30:00,72,,37.0,0,99.62,
2024-01-06 03:00:00,94,,37.04,0,97.17,
2024-01-06 03:30:00,88,,37.13,0,98.62,
2024-01-06 04:00:00,68,,37.08,0,97.48,
2024-01-06 04:30:00,87,,37.22,0,96.91,
2024-01-06 05:00:00,71,,36.79,0,97.13,
2024-01-06 05:30:00,77,,36.5,0,96.77,10.0
2024-01-06 06:00:00,89,,36.85,0,99.54,
2024-01-06 06:30:00,75,,37.07,0,96.37,
2024-01-06 07:00:00,64,,36.69,0,97.23,
2024-01-06 07:30:00,88,,37.17,0,95.74,
2024-01-06 08:00:00,95,,37.02,0,98.07,
2024-01-06 08:30:00,66,,36.86,0,98.08,
2024-01-06 09:00:00,63,,37.45,0,98.24,
2024-01-06 09:30:00,94,,37.04,0,97.49,
2024-01-06 10:00:00,60,,37.29,0,99.41,
2024-01-06 10:30:00,65,,37.01,0,97.4,
2024-01-06 11:00:00,75,,36.52,0,95.44,
2024-01-06 11:30:00,70,,37.37,0,96.92,
2024-01-06 12:00:00,86,,36.54,0,97.1,
2024-01-06 12:30:00,91,,36.89,0,98.21,
2024-01-06 13:00:00,90,,36.87,0,98.99,
2024-01-06 13:30:00,73,,37.25,0,96.25,
2024-01-06 14:00:00,85,,36.86,100,99.97,
2024-01-06 14:30:00,63,,36.57,0,97.72,
2024-01-06 15:00:00,70,9.0,36.74,0,95.1,
2024-01-06 15:30:00,84,,37.16,0,96.91,
2024-01-06 16:00:00,60,,36.6,0,98.57,
2024-01-06 16:30:00,84,,37.08,0,97.4,
2024-01-06 17:00:00,76,,37.26,0,98.91,
2024-01-06 17:30:00,89,,36.63,0,96.72,
2024-01-06 18:00:00,78,,36.85,0,97.83,
2024-01-06 18:30:00,87,,36.84,0,96.61,
2024-01-06 19:00:00,95,,37.14,0,96.35,
2024-01-06 19:30:00,91,,37.33,0,95.13,
2024-01-06 20:00:00,69,,37.18,0,97.99,
2024-01-06 20:30:00,72,,37.48,0,95.15,
2024-01-06 21:00:00,78,,36.98,0,99.05,
2024-01-06 21:30:00,73,,36.68,0,96.4,
2024-01-06 22:00:00,63,,36.63,0,99.04,
2024-01-06 22:30:00,97,,37.22,0,97.36,
2024-01-06 23:00:00,94,,37.44,0,96.79,
2024-01-06 23:30:00,63,,36.54,0,97.92,5.0
2024-01-07 00:00:00,80,,36.7,0,96.16,
2024-01-07 00:30:00,63,,37.29,0,95.8,
2024-01-07 01:00:00,63,,37.39,0,96.24,
2024-01-07 01:30:00,97,,36.82,0,96.21,
2024-01-07 02:00:00,90,,36.81,0,97.67,
2024-01-07 02:30:00,92,,36.9,0,98.96,
2024-01-07 03:00:00,93,,37.32,95,98.69,
2024-01-07 03:30:00,70,,36.97,0,98.82,
2024-01-07 04:00:00,63,,36.54,0,99.74,
2024-01-07 04:30:00,92,,37.15,0,97.88,
2024-01-07 05:00:00,65,,36.79,0,99.91,
2024-01-07 05:30:00,71,,37.36,0,96.94,
2024-01-07 06:00:00,64,,36.55,0,99.68,
2024-01-07 06:30:00,98,,37.16,0,99.96,4.0
2024-01-07 07:00:00,64,,36.77,0,95.87,
2024-01-07 07:30:00,75,,37.3,0,96.18,8.0
2024-01-07 08:00:00,85,,36.94,0,96.59,4.0
2024-01-07 08:30:00,67,,36.9,0,98.69,
2024-01-07 09:00:00,96,,36.94,0,96.79,
2024-01-07 09:30:00,75,,37.46,0,97.96,
2024-01-07 10:00:00,97,,36.84,0,98.52,
2024-01-07 10:30:00,98,,36.69,0,96.76,
2024-01-07 11:00:00,62,,37.19,0,97.84,
2024-01-07 11:30:00,99,,36.87,0,95.71,
2024-01-07 12:00:00,65,,37.3,0,99.74,
2024-01-07 12:30:00,86,,36.77,0,99.18,
2024-01-07 13:00:00,97,,36.58,0,99.05,
2024-01-07 13:30:00,96,,36.92,0,99.85,
2024-01-07 14:00:00,93,,36.93,0,97.71,
2024-01-07 14:30:00,80,,37.5,0,95.88,
2024-01-07 15:00:00,76,8.5,36.68,0,95.19,
2024-01-07 15:30:00,73,,36.79,0,95.28,
2024-01-07 16:00:00,80,,36.6,0,98.01,
2024-01-07 16:30:00,75,,36.83,0,95.1,
2024-01-07 17:00:00,76,,36.8,0,97.39,
2024-01-07 17:30:00,85,,36.95,0,96.66,
2024-01-07 18:00:00,68,,37.22,0,98.07,
2024-01-07 18:30:00,79,,36.67,0,99.03,
2024-01-07 19:00:00,89,,36.94,0,96.7,
2024-01-07 19:30:00,80,,36.95,0,95.89,
2024-01-07 20:00:00,64,,37.23,0,99.01,
2024-01-07 20:30:00,60,,37.41,0,99.34,
2024-01-07 21:00:00,89,,37.11,0,95.3,
2024-01-07 21:30:00,99,,36.93,0,95.74,
2024-01-07 22:00:00,96,,37.14,0,98.52,
2024-01-07 22:30:00,66,,37.29,0,95.71,
2024-01-07 23:00:00,64,,36.56,0,95.55,
2024-01-07 23:30:00,94,,37.17,0,97.63,4.0
2024-01-08 00:00:00,73,,36.91,0,96.82,
2024-01-08 00:30:00,92,,37.01,0,95.36,
2024-01-08 01:00:00,76,,37.25,0,98.52,
2024-01-08 01:30:00,68,,36.66,0,98.31,
2024-01-08 02:00:00,82,,36.53,0,97.93,
2024-01-08 02:30:00,64,,37.35,0,96.68,
2024-01-08 03:00:00,75,,37.18,0,96.61,
2024-01-08 03:30:00,83,,36.94,0,99.88,
2024-01-08 04:00:00,78,,36.63,0,98.66,
2024-01-08 04:30:00,70,,36.74,0,97.18,
2024-01-08 05:00:00,88,,37.15,0,98.2,
2024-01-08 05:30:00,94,,36.86,0,97.44,
2024-01-08 06:00:00,79,,37.45,0,96.59,
2024-01-08 06:30:00,99,,36.53,0,98.54,
2024-01-08 07:00:00,93,,36.65,0,97.81,
2024-01-08 07:30:00,60,,36.95,0,99.45,
2024-01-08 08:00:00,95,,36.87,0,98.07,
2024-01-08 08:30:00,79,,36.94,0,96.78,
2024-01-08 09:00:00,66,,36.58,0,98.33,
2024-01-08 09:30:00,68,,36.64,0,99.07,
2024-01-08 10:00:00,76,,36.87,0,96.89,
2024-01-08 10:30:00,67,,36.81,100,98.67,
2024-01-08 11:00:00,66,,36.78,0,96.47,4.0
2024-01-08 11:30:00,95,,37.46,0,95.89,
2024-01-08 12:00:00,69,,36.53,0,95.01,
2024-01-08 12:30:00,77,,36.69,0,98.51,
2024-01-08 13:00:00,78,,37.02,0,97.86,
2024-01-08 13:30:00,98,,37.41,0,99.25,
2024-01-08 14:00:00,73,,36.62,0,98.85,
2024-01-08 14:30:00,81,,37.27,0,97.84,
2024-01-08 15:00:00,73,8.0,37.2,0,95.91,
2024-01-08 15:30:00,100,,36.71,0,96.59,
2024-01-08 16:00:00,76,,37.11,0,99.04,
2024-01-08 16:30:00,92,,37.19,0,98.06,
2024-01-08 17:00:00,91,,37.5,0,98.2,
2024-01-08 17:30:00,76,,36.7,100,95.52,
2024-01-08 18:00:00,63,,36.64,0,97.48,
2024-01-08 18:30:00,65,,36.57,0,96.66,
2024-01-08 19:00:00,100,,36.67,0,95.39,
2024-01-08 19:30:00,87,,37.21,0,96.73,4.0
2024-01-08 20:00:00,77,,37.5,0,96.6,
2024-01-08 20:30:00,62,,37.31,0,98.18,
2024-01-08 21:00:00,60,,37.47,0,99.82,
2024-01-08 21:30:00,81,,37.49,0,99.11,
2024-01-08 22:00:00,68,,37.17,0,98.35,
2024-01-08 22:30:00,100,,37.21,0,98.65,
2024-01-08 23:00:00,76,,37.05,0,96.68,
2024-01-08 23:30:00,70,,36.79,0,95.06,
2024-01-09 00:00:00,88,,36.8,0,96.05,
2024-01-09 00:30:00,95,,36.66,0,98.47,
2024-01-09 01:00:00,87,,37.21,0,96.75,
2024-01-09 01:30:00,95,,37.2,0,98.94,
2024-01-09 02:00:00,60,,36.67,0,98.6,
2024-01-09 02:30:00,67,,36.86,0,95.24,2.0
2024-01-09 03:00:00,64,,36.72,0,97.19,
2024-01-09 03:30:00,69,,37.49,0,97.1,
2024-01-09 04:00:00,94,,37.29,0,95.83,
2024-01-09 04:30:00,62,,36.74,0,97.07,
2024-01-09 05:00:00,83,,36.99,47,99.41,
2024-01-09 05:30:00,97,,36.86,0,96.76,
2024-01-09 06:00:00,95,,37.07,0,96.88,
2024-01-09 06:30:00,69,,36.97,0,99.14,
2024-01-09 07:00:00,87,,37.48,0,98.94,
2024-01-09 07:30:00,68,,36.63,0,97.89,
2024-01-09 08:00:00,62,,37.38,0,98.79,
2024-01-09 08:30:00,79,,36.57,0,96.13,
2024-01-09 09:00:00,83,,36.9,0,97.26,
2024-01-09 09:30:00,62,,37.22,0,99.0,
2024-01-09 10:00:00,82,,36.98,0,95.17,
2024-01-09 10:30:00,73,,36.91,0,95.1,
2024-01-09 11:00:00,75,,36.91,0,96.31,
2024-01-09 11:30:00,66,,37.07,0,95.52,
2024-01-09 12:00:00,82,,36.63,0,96.71,
2024-01-09 12:30:00,95,,36.82,0,99.44,
2024-01-09 13:00:00,86,,36.57,0,95.8,
2024-01-09 13:30:00,99,,36.97,0,95.38,
2024-01-09 14:00:00,69,,37.02,0,99.71,
2024-01-09 14:30:00,75,,36.63,0,99.89,
2024-01-09 15:00:00,70,8.5,37.33,0,96.69,
2024-01-09 15:30:00,71,,37.05,0,99.93,
2024-01-09 16:00:00,86,,37.09,0,99.47,
2024-01-09 16:30:00,61,,37.27,0,98.52,
2024-01-09 17:00:00,71,,36.63,0,97.16,
2024-01-09 17:30:00,81,,37.0,0,98.27,
2024-01-09 18:00:00,86,,37.37,0,98.04,
2024-01-09 18:30:00,75,,37.33,0,97.17,
2024-01-09 19:00:00,77,,37.02,0,95.27,
2024-01-09 19:30:00,70,,36.8,0,96.66,
2024-01-09 20:00:00,66,,36.66,0,99.87,
2024-01-09 20:30:00,84,,37.43,0,97.05,
2024-01-09 21:00:00,62,,36.73,0,97.77,
2024-01-09 21:30:00,90,,37.45,0,99.63,2.0
2024-01-09 22:00:00,74,,37.02,0,97.7,
2024-01-09 22:30:00,72,,36.78,0,98.3,
2024-01-09 23:00:00,89,,36.58,0,96.49,
2024-01-09 23:30:00,82,,36.7,0,95.48,
2024-01-10 00:00:00,79,,37.46,0,96.96,
2024-01-10 00:30:00,74,,36.77,0,97.75,
2024-01-10 01:00:00,74,,37.13,0,97.45,8.0
2024-01-10 01:30:00,61,,37.11,0,95.27,
2024-01-10 02:00:00,72,,36.59,0,95.02,
2024-01-10 02:30:00,85,,37.14,95,95.44,
2024-01-10 03:00:00,81,,37.09,0,99.12,
2024-01-10 03:30:00,77,,37.08,0,98.13,
2024-01-10 04:00:00,64,,36.67,0,97.4,
2024-01-10 04:30:00,77,,37.12,0,95.48,
2024-01-10 05:00:00,82,,37.4,0,96.03,
2024-01-10 05:30:00,92,,36.84,0,98.19,
2024-01-10 06:00:00,85,,37.42,0,99.89,
2024-01-10 06:30:00,94,,36.54,0,97.37,
2024-01-10 07:00:00,81,,37.36,0,95.58,
2024-01-10 07:30:00,61,,36.58,0,98.92,
2024-01-10 08:00:00,67,,37.45,0,97.35,
2024-01-10 08:30:00,76,,37.27,0,99.47,
2024-01-10 09:00:00,71,,36.76,0,96.33,
2024-01-10 09:30:00,97,,36.71,0,98.21,
2024-01-10 10:00:00,76,,37.07,0,96.94,
2024-01-10 10:30:00,62,,37.12,0,96.86,
2024-01-10 11:00:00,66,,36.53,0,96.91,
2024-01-10 11:30:00,98,,37.39,0,95.93,1.0
2024-01-10 12:00:00,87,,37.05,0,95.22,
2024-01-10 12:30:00,82,,37.14,0,97.2,
2024-01-10 13:00:00,80,,36.8,0,96.32,
2024-01-10 13:30:00,87,,36.74,0,99.19,
2024-01-10 14:00:00,98,,37.31,0,97.82,
2024-01-10 14:30:00,92,,36.91,0,95.76,
2024-01-10 15:00:00,67,8.5,36.95,0,98.48,10.0
2024-01-10 15:30:00,84,,37.19,0,95.48,
2024-01-10 16:00:00,96,,36.66,0,98.34,
2024-01-10 16:30:00,72,,36.92,0,99.04,
2024-01-10 17:00:00,76,,36.96,0,97.07,
2024-01-10 17:30:00,62,,36.84,0,98.78,
2024-01-10 18:00:00,87,,36.64,0,96.14,
2024-01-10 18:30:00,60,,37.36,0,95.3,
2024-01-10 19:00:00,93,,36.82,0,96.94,
2024-01-10 19:30:00,94,,37.49,0,97.61,9.0
2024-01-10 20:00:00,72,,36.85,0,99.83,
2024-01-10 20:30:00,83,,36.9,0,98.44,
2024-01-10 21:00:00,87,,37.26,0,99.68,
2024-01-10 21:30:00,64,,37.01,0,97.86,
2024-01-10 22:00:00,81,,36.61,0,96.18,
2024-01-10 22:30:00,99,,36.74,0,96.49,
2024-01-10 23:00:00,80,,36.62,0,96.97,
2024-01-10 23:30:00,67,,36.95,0,99.27,
2024-01-11 00:00:00,79,,36.64,0,95.17,
2024-01-11 00:30:00,92,,36.55,0,97.86,
2024-01-11 01:00:00,79,,37.45,0,97.58,
2024-01-11 01:30:00,86,,37.36,0,97.86,
2024-01-11 02:00:00,80,,36.92,0,99.91,
2024-01-11 02:30:00,85,,37.46,0,95.74,
2024-01-11 03:00:00,78,,37.4,0,99.75,
2024-01-11 03:30:00,95,,37.31,0,97.25,
2024-01-11 04:00:00,68,,37.43,0,99.75,
2024-01-11 04:30:00,72,,37.22,0,95.84,
2024-01-11 05:00:00,86,,36.69,0,96.06,
2024-01-11 05:30:00,84,,36.66,0,95.96,10.0
2024-01-11 06:00:00,71,,37.5,0,95.21,
2024-01-11 06:30:00,99,,36.97,0,95.39,
2024-01-11 07:00:00,96,,37.38,0,98.42,
2024-01-11 07:30:00,79,,37.0,0,96.01,
2024-01-11 08:00:00,85,,36.59,0,99.11,
2024-01-11 08:30:00,95,,36.89,0,95.74,
2024-01-11 09:00:00,60,,36.96,0,97.98,
2024-01-11 09:30:00,79,,36.74,0,96.6,
2024-01-11 10:00:00,78,,37.08,0,98.64,
2024-01-11 10:30:00,73,,36.55,0,99.04,
2024-01-11 11:00:00,87,,36.78,0,95.44,
2024-01-11 11:30:00,97,,37.1,0,97.78,
2024-01-11 12:00:00,98,,37.34,0,97.76,
2024-01-11 12:30:00,80,,37.17,0,99.28,
2024-01-11 13:00:00,89,,36.79,0,97.6,
2024-01-11 13:30:00,88,,36.51,95,99.59,
2024-01-11 14:00:00,88,,36.61,0,95.06,
2024-01-11 14:30:00,73,,36.63,0,98.5,
